account_id,company_name,industry_segment,account_manager,annual_revenue,device_count,tenure_months,contract_type,days_to_contract_renewal,auto_renewal_enabled,ctn_count,pct_lines_disconnected_90d,monthly_charges,avg_invoice_delay_days,late_payments_12mo,autopay_enabled,support_tickets_90d,support_calls_90d,avg_resolution_time_hours,escalations_90d,csat_score,platform_logins_90d,days_since_last_login,self_service_completion_rate,upgrade_funnel_abandon_rate,primary_dropoff_page,dropoff_severity,rate_plan_changes_90d,feature_adoption_count,device_upgrades_90d,accessory_purchases_90d,churn_label
ACC-100115,Walker Ltd,Logistics,AM-024,28104.76,51,22,2-Year,320,1,51,1.8,2456.98,9.1,0,1,2,4,12.7,2,3.5,10,11,0.77,0.36,Login / Authentication,0.22,0,3,0,1,0
ACC-100116,Ross LLC,Healthcare,AM-003,27462.43,42,11,1-Year,1,0,43,5.9,2074.34,4.4,0,1,0,0,20.1,0,6.4,15,12,0.94,0.43,Plan & Feature Selection,0.12,0,2,1,0,0
ACC-100117,Rasmussen LLC,Government,AM-023,31168.67,52,5,Month-to-Month,89,1,52,6.6,2262.52,2.4,0,0,0,1,11.8,1,6.6,14,28,0.81,0.21,Device Browse/Compare,0.32,0,4,0,0,0
ACC-100118,May-Ross,Logistics,AM-002,27342.94,47,27,Month-to-Month,282,1,49,0.5,2221.47,0.3,2,1,3,2,4.6,0,10.0,12,14,0.56,0.07,Order Confirmation,0.36,0,3,0,1,0
ACC-100119,"Rivera, Johnson and Wiley",Hospitality,AM-021,20937.65,40,7,1-Year,139,0,42,3.8,1734.24,5.2,2,1,3,1,12.4,0,4.6,19,11,0.78,0.35,Device Browse/Compare,0.23,0,2,2,1,0
ACC-100120,White-Estes,Government,AM-001,20400.32,35,11,Month-to-Month,87,0,38,1.0,1719.62,1.9,0,1,1,2,7.9,0,7.1,6,6,0.67,0.11,Login / Authentication,0.39,1,3,0,2,1
ACC-100121,Johnson-Carlson,Energy & Utilities,AM-019,31496.38,50,26,Month-to-Month,2,1,53,0.3,2444.29,1.4,3,1,1,4,11.5,1,4.9,11,11,0.71,0.06,Plan & Feature Selection,0.26,3,2,0,1,0
ACC-100122,Chandler-Edwards,Energy & Utilities,AM-023,43108.91,51,24,1-Year,349,0,54,6.2,3242.7,1.4,1,0,3,3,8.6,0,6.6,8,0,0.76,0.38,Login / Authentication,0.37,1,1,2,2,1
ACC-100123,"Joyce, Wilson and Lam",Small Business / Retail,AM-019,27075.22,43,8,2-Year,168,0,44,1.0,2179.1,0.0,1,0,4,1,18.6,0,10.0,9,31,0.92,0.57,Checkout / Payment,0.5,2,4,1,0,0
ACC-100124,Scott Ltd,Healthcare,AM-025,20488.11,37,49,Month-to-Month,119,1,39,1.3,1689.67,5.4,0,1,2,1,5.2,0,4.2,11,16,0.87,0.4,Checkout / Payment,0.36,1,0,0,3,0
ACC-100125,Smith-Frost,Education,AM-006,22240.75,42,48,2-Year,80,1,44,1.2,1945.18,0.6,0,0,5,3,3.7,1,7.0,12,19,0.7,0.17,Order Confirmation,0.21,3,4,2,0,0
ACC-100126,"Mcdaniel, Bentley and Mclaughlin",Technology,AM-019,17211.13,33,34,1-Year,111,1,36,0.7,1414.58,2.9,1,0,3,0,4.7,0,4.5,12,10,0.99,0.1,Plan & Feature Selection,0.24,2,0,0,0,1
ACC-100127,Diaz Inc,Energy & Utilities,AM-017,19451.66,39,34,2-Year,165,1,42,1.7,1705.73,0.1,8,1,1,1,20.8,0,8.1,17,52,0.99,0.41,Plan & Feature Selection,0.17,0,2,2,1,0
ACC-100128,"Mccall, Hanson and Alvarado",Pharmaceuticals,AM-021,26889.31,39,34,2-Year,219,1,39,1.7,2039.14,4.0,0,1,6,3,3.7,1,9.3,12,19,0.89,0.43,Plan & Feature Selection,0.19,0,5,1,0,0
ACC-100129,Cortez LLC,Small Business / Retail,AM-008,20341.06,37,45,2-Year,5,1,39,1.6,1600.88,1.8,1,1,5,2,3.4,0,4.5,14,65,0.72,0.51,Device Browse/Compare,0.57,0,2,1,2,0
ACC-100130,"Parker, Ortiz and Powell",Government,AM-011,23998.68,46,37,1-Year,215,1,48,7.4,1922.87,4.0,0,1,2,1,1.9,0,9.1,9,70,0.57,0.24,Device Browse/Compare,0.28,0,1,1,0,1
ACC-100131,Spencer-Lee,Small Business / Retail,AM-025,22212.22,45,12,Month-to-Month,195,0,46,1.2,1851.96,0.4,4,1,5,1,2.4,0,9.9,13,10,0.87,0.67,Support Handoff,0.38,2,3,0,2,1
ACC-100132,"Bentley, Byrd and Orr",Banking & Financial Services,AM-025,22982.0,46,19,1-Year,282,0,47,0.1,1840.83,1.2,1,1,3,0,7.9,1,9.3,21,31,0.92,0.13,Add to Cart,0.38,2,3,1,3,0
ACC-100133,"Carroll, Sullivan and Bass",Healthcare,AM-013,36072.84,53,84,2-Year,6,1,53,0.6,2862.93,0.5,1,1,4,2,13.5,0,8.1,13,11,0.92,0.32,Checkout / Payment,0.29,1,1,0,2,0
ACC-100134,Mitchell-Jordan,Banking & Financial Services,AM-015,30711.3,56,3,2-Year,300,0,57,3.8,2630.07,4.2,0,1,1,1,15.7,0,5.0,11,4,0.68,0.1,Device Browse/Compare,0.56,0,3,0,0,0
ACC-100135,"Lawson, Morris and Ramos",Hospitality,AM-002,28404.5,52,16,2-Year,58,1,53,2.7,2265.3,0.5,0,1,5,2,9.1,0,10.0,14,0,0.42,0.29,Support Handoff,0.6,0,1,0,0,0
ACC-100136,"Lewis, Kennedy and Santana",Government,AM-009,24095.13,39,49,Month-to-Month,337,1,39,9.1,1764.14,3.8,4,1,3,4,5.7,3,7.0,8,7,0.81,0.38,Login / Authentication,0.31,1,2,1,1,0
ACC-100137,"Jackson, Miller and Robertson",Logistics,AM-017,30090.97,45,13,1-Year,302,1,47,3.6,2196.7,0.6,1,1,3,1,5.5,0,6.5,3,19,0.9,0.34,Login / Authentication,0.46,1,1,0,2,0
ACC-100138,"Harvey, Davis and Crane",Healthcare,AM-002,19862.29,41,38,Month-to-Month,102,0,41,0.6,1599.89,11.5,2,0,4,2,18.4,0,9.0,13,3,0.99,0.18,Login / Authentication,0.67,1,2,0,2,1
ACC-100139,Chambers and Sons,Logistics,AM-002,13286.25,28,24,Month-to-Month,48,0,30,0.4,1016.5,2.2,0,1,1,0,40.9,0,7.1,23,13,0.58,0.33,Add to Cart,0.29,1,3,0,3,0
ACC-100140,Hernandez Inc,Technology,AM-025,32766.45,45,13,Month-to-Month,276,0,48,2.2,2673.99,0.5,1,1,4,1,7.4,0,6.1,14,8,0.87,0.54,Order Confirmation,0.31,1,2,1,4,1
ACC-100141,Riggs PLC,Healthcare,AM-025,32405.66,51,3,Month-to-Month,163,0,51,3.3,2698.11,0.2,2,0,0,3,16.9,0,6.9,12,23,0.68,0.37,Device Browse/Compare,0.21,3,3,2,0,0
ACC-100142,Gibson Ltd,Energy & Utilities,AM-012,36246.06,53,27,2-Year,332,1,55,0.5,2641.23,1.6,1,0,2,2,23.9,0,7.3,10,31,0.88,0.21,Support Handoff,0.74,1,4,0,2,0
ACC-100143,"Lee, Horton and Snyder",Government,AM-015,23831.05,35,12,Month-to-Month,196,0,35,2.8,1832.37,8.9,2,1,2,1,7.9,1,10.0,8,11,0.88,0.19,Device Browse/Compare,0.31,1,1,0,1,0
ACC-100144,Hernandez Ltd,Banking & Financial Services,AM-003,43125.83,48,21,Month-to-Month,324,1,52,6.0,3136.38,0.6,1,1,3,4,4.4,0,7.9,4,14,0.42,0.49,Login / Authentication,0.13,1,1,0,2,1
ACC-100145,Stafford Inc,Small Business / Retail,AM-004,22915.85,46,34,2-Year,132,1,49,3.9,1995.12,6.3,1,0,1,2,17.6,0,9.6,18,1,0.67,0.52,Checkout / Payment,0.53,0,1,1,1,0
ACC-100146,Robinson-Brock,Hospitality,AM-018,15518.17,32,43,Month-to-Month,66,0,35,3.3,1261.39,2.2,1,1,4,3,3.3,0,6.6,15,19,0.71,0.24,Add to Cart,0.79,0,1,1,1,0
ACC-100147,"Holmes, Williams and Wright",Hospitality,AM-006,25068.68,35,16,Month-to-Month,83,0,38,4.7,1911.1,6.5,2,1,3,0,8.1,1,5.9,16,1,0.55,0.15,Device Browse/Compare,0.45,1,1,0,0,1
ACC-100148,Bryant Group,Energy & Utilities,AM-019,15682.58,39,13,Month-to-Month,265,1,39,0.3,1297.35,8.3,2,1,2,3,6.1,0,9.4,5,11,0.47,0.17,Device Browse/Compare,0.1,1,4,2,4,1
ACC-100149,"Schmidt, Hansen and Stewart",Government,AM-007,17028.07,28,7,Month-to-Month,229,1,30,0.7,1359.11,24.5,2,1,6,0,4.4,0,7.0,10,2,0.87,0.16,Support Handoff,0.12,1,0,1,1,1
ACC-100150,Salazar-Ball,Technology,AM-024,27490.06,47,44,Month-to-Month,273,1,47,0.1,2002.79,0.3,2,1,2,1,3.0,1,7.3,14,6,0.88,0.58,Checkout / Payment,0.15,1,1,0,0,0
ACC-100151,"Simmons, Meadows and Griffin",Healthcare,AM-023,28953.46,46,84,Month-to-Month,219,1,48,0.5,2418.77,6.4,3,1,6,1,12.3,0,9.4,14,11,0.81,0.3,Plan & Feature Selection,0.15,1,2,1,1,0
ACC-100152,Manning Group,Healthcare,AM-018,16039.93,33,47,1-Year,225,1,33,7.3,1357.68,0.3,2,0,1,3,17.7,2,5.9,15,25,0.76,0.05,Add to Cart,0.07,0,4,0,1,0
ACC-100153,Green-Wright,Hospitality,AM-018,34924.47,47,55,Month-to-Month,113,1,48,0.8,2620.71,1.5,1,1,4,4,15.1,0,8.2,8,0,0.58,0.18,Add to Cart,0.14,0,2,0,0,0
ACC-100154,"Ramirez, Strickland and Washington",Banking & Financial Services,AM-010,20474.97,42,13,Month-to-Month,140,1,44,3.3,1717.1,4.2,1,1,3,4,16.7,0,7.3,18,4,0.89,0.4,Checkout / Payment,0.24,0,1,1,0,0
ACC-100155,Hill Inc,Logistics,AM-018,25752.74,40,32,2-Year,185,0,42,3.5,2127.15,2.4,1,1,3,2,8.3,0,8.2,11,17,0.74,0.36,Checkout / Payment,0.39,2,3,0,0,0
ACC-100156,"Mitchell, Nelson and Flores",Healthcare,AM-011,26245.37,56,40,Month-to-Month,173,0,58,3.1,2300.78,3.3,2,0,3,0,24.2,0,8.8,11,4,0.66,0.09,Plan & Feature Selection,0.54,1,1,1,0,1
ACC-100157,"Miller, Hernandez and Reyes",Healthcare,AM-021,28649.12,42,9,2-Year,11,1,46,2.4,2271.83,13.5,0,0,7,1,14.6,3,10.0,13,2,0.65,0.23,Checkout / Payment,0.44,1,1,3,1,1
ACC-100158,Mccarthy Inc,Pharmaceuticals,AM-024,16493.16,36,67,1-Year,159,0,37,2.0,1364.66,6.8,0,1,4,2,45.0,0,4.3,9,13,0.87,0.31,Add to Cart,0.5,1,1,0,2,1
ACC-100159,Russell-Daniels,Pharmaceuticals,AM-004,28978.79,46,6,Month-to-Month,205,1,50,1.6,2240.35,1.8,1,1,4,2,20.8,0,6.5,13,3,0.82,0.09,Device Browse/Compare,0.54,1,1,1,3,0
ACC-100160,Brown-Wall,Pharmaceuticals,AM-006,28431.05,37,60,2-Year,230,1,39,7.5,2167.49,3.7,0,0,1,0,11.6,0,7.7,8,3,0.36,0.34,Add to Cart,0.2,1,5,0,0,0
ACC-100161,Stein-Silva,Manufacturing,AM-003,24169.2,43,6,Month-to-Month,26,1,43,0.0,1974.56,0.2,1,1,5,1,5.9,2,7.2,15,11,0.64,0.86,Checkout / Payment,0.73,0,2,0,0,1
ACC-100162,"Smith, Gilmore and Johnston",Manufacturing,AM-001,33516.38,44,10,Month-to-Month,319,1,46,0.2,2505.37,2.4,0,1,2,3,13.6,0,6.5,12,12,0.82,0.76,Checkout / Payment,0.74,1,1,1,2,1
ACC-100163,Smith-Bell,Energy & Utilities,AM-007,23310.05,39,33,1-Year,159,1,41,2.0,1836.38,3.8,1,0,3,4,13.4,0,4.2,14,11,0.56,0.18,Login / Authentication,0.39,3,2,0,0,1
ACC-100164,Castaneda-Ashley,Logistics,AM-013,24621.88,43,25,1-Year,278,1,44,1.2,1802.22,5.0,0,1,2,3,4.9,0,6.4,12,27,0.56,0.34,Device Browse/Compare,0.35,1,1,2,0,1
ACC-100165,Medina-Navarro,Hospitality,AM-013,22357.49,35,17,2-Year,148,1,37,1.6,1715.91,9.3,1,1,4,3,4.7,0,8.1,10,1,0.28,0.39,Plan & Feature Selection,0.57,0,4,0,0,1
ACC-100166,"Hurst, Freeman and Nelson",Healthcare,AM-008,33800.26,49,65,2-Year,266,1,50,18.4,2497.36,1.3,0,1,0,4,10.8,0,9.1,12,2,0.84,0.65,Checkout / Payment,0.48,0,5,0,0,1
ACC-100167,Johnson-Rogers,Hospitality,AM-010,17405.1,43,7,Month-to-Month,83,0,44,4.5,1309.25,9.3,2,1,2,1,5.0,0,7.3,6,5,0.69,0.32,Device Browse/Compare,0.6,3,2,0,0,0
ACC-100168,"Yates, Ramsey and Pittman",Hospitality,AM-019,33156.23,49,21,1-Year,26,1,49,6.3,2409.74,4.3,3,1,3,2,11.5,0,8.1,11,8,0.82,0.09,Checkout / Payment,0.22,1,3,1,0,0
ACC-100169,Hooper PLC,Education,AM-011,17516.07,35,36,1-Year,71,0,37,1.4,1386.81,0.3,0,1,6,2,12.8,1,7.5,10,1,0.91,0.52,Plan & Feature Selection,0.63,2,2,1,1,0
ACC-100170,Meadows PLC,Pharmaceuticals,AM-008,19056.92,44,29,2-Year,37,1,44,0.8,1561.67,1.9,1,1,5,3,31.7,1,8.2,14,3,0.93,0.55,Checkout / Payment,0.38,1,0,0,0,0
ACC-100171,"Alvarado, Miller and Patterson",Technology,AM-010,29725.73,49,14,2-Year,133,0,51,4.4,2514.74,2.6,2,1,4,2,15.7,0,5.3,9,18,0.4,0.1,Add to Cart,0.27,0,5,0,0,0
ACC-100172,White-Green,Government,AM-001,34649.22,48,14,2-Year,126,1,50,4.9,2785.4,1.7,1,1,5,2,32.8,1,8.5,12,9,0.58,0.08,Login / Authentication,0.51,2,3,1,1,0
ACC-100173,Lewis-Murphy,Logistics,AM-025,25446.25,42,42,Month-to-Month,115,0,42,2.4,1962.71,0.5,0,1,3,3,15.4,0,6.5,15,41,0.59,0.21,Login / Authentication,0.03,1,1,1,1,0
ACC-100174,Ramirez-Bean,Healthcare,AM-003,20766.74,50,44,2-Year,92,0,51,6.8,1741.99,3.2,2,0,3,2,8.9,1,6.6,9,6,0.86,0.08,Add to Cart,0.35,1,2,0,0,1
ACC-100175,King-Miller,Healthcare,AM-012,15880.28,30,29,Month-to-Month,242,1,33,10.3,1307.97,0.6,2,0,2,1,13.5,0,7.4,11,49,0.78,0.05,Login / Authentication,0.49,0,3,1,2,0
ACC-100176,Curry Inc,Banking & Financial Services,AM-010,24338.76,46,11,Month-to-Month,200,0,47,1.9,1957.73,9.9,1,1,0,0,2.2,0,7.2,11,13,0.79,0.3,Device Browse/Compare,0.17,2,1,0,0,1
ACC-100177,Walker-Jones,Technology,AM-018,24598.55,38,15,2-Year,207,1,40,0.8,1862.75,8.0,1,1,1,1,10.7,0,6.4,14,4,0.86,0.4,Checkout / Payment,0.36,0,4,0,0,1
ACC-100178,"Williams, Johnson and Wright",Government,AM-008,21053.8,38,23,Month-to-Month,117,0,39,2.2,1732.57,2.6,1,0,2,2,11.1,2,9.5,14,0,0.85,0.4,Device Browse/Compare,0.24,1,4,4,1,0
ACC-100179,Howell and Sons,Hospitality,AM-013,28642.73,45,26,2-Year,219,1,45,13.7,2203.28,0.3,3,1,0,4,7.0,0,8.0,16,48,0.48,0.29,Checkout / Payment,0.21,0,3,0,0,0
ACC-100180,Wells Inc,Logistics,AM-004,30848.6,46,35,Month-to-Month,305,1,46,1.0,2437.99,3.2,0,0,3,4,3.8,0,6.5,13,17,0.66,0.11,Checkout / Payment,0.21,1,2,1,1,0
ACC-100181,"Gould, Marshall and Scott",Energy & Utilities,AM-016,21129.09,36,20,2-Year,243,1,37,2.9,1767.04,3.6,2,1,3,1,11.1,0,6.7,8,15,0.93,0.19,Device Browse/Compare,0.74,1,1,1,1,0
ACC-100182,Jackson-Lawson,Manufacturing,AM-002,22372.85,31,42,Month-to-Month,292,1,33,3.6,1722.09,8.8,1,0,0,0,4.2,0,7.6,8,5,0.73,0.07,Order Confirmation,0.19,0,1,0,3,0
ACC-100183,"Higgins, Strickland and Martin",Logistics,AM-025,27091.13,47,41,Month-to-Month,282,1,49,0.7,2099.27,0.3,2,1,3,2,3.1,1,6.8,9,10,0.73,0.19,Plan & Feature Selection,0.07,4,1,1,2,0
ACC-100184,Rodriguez-Johnson,Education,AM-012,40324.82,43,56,Month-to-Month,301,0,45,2.7,3211.53,4.7,1,0,1,0,10.8,1,6.0,14,0,0.69,0.08,Checkout / Payment,0.36,2,2,0,2,1
ACC-100185,Johnston-Odonnell,Government,AM-018,23142.92,37,24,1-Year,317,1,41,1.1,2026.44,3.3,0,0,2,2,13.8,0,7.6,13,12,0.77,0.61,Add to Cart,0.26,0,3,0,0,0
ACC-100186,Sanders-Espinoza,Logistics,AM-011,28037.95,47,30,Month-to-Month,172,0,47,5.8,2372.2,0.8,1,0,3,1,29.8,0,7.4,14,4,0.94,0.31,Add to Cart,0.55,0,1,1,1,0
ACC-100187,Vargas Ltd,Education,AM-014,36893.44,50,21,1-Year,76,1,51,3.8,3012.13,0.5,2,1,3,0,19.3,0,7.2,12,15,0.95,0.58,Plan & Feature Selection,0.12,3,2,1,1,0
ACC-100188,Garcia LLC,Technology,AM-021,23767.69,39,11,Month-to-Month,209,1,40,5.3,1828.22,4.7,0,1,2,0,19.3,1,10.0,14,0,0.71,0.23,Support Handoff,0.26,0,4,0,1,0
ACC-100189,"Burke, Martinez and Riggs",Healthcare,AM-011,31308.03,62,84,Month-to-Month,314,1,63,0.7,2509.66,1.7,0,1,4,1,40.2,0,7.5,10,43,0.31,0.36,Device Browse/Compare,0.27,0,1,0,1,1
ACC-100190,Reed Group,Education,AM-006,28222.23,37,51,Month-to-Month,105,0,38,0.1,2107.16,38.9,3,1,2,1,14.0,0,5.8,14,23,0.79,0.26,Device Browse/Compare,0.57,0,6,0,0,1
ACC-100191,"Wood, Hunter and Peterson",Banking & Financial Services,AM-003,35484.07,47,41,Month-to-Month,26,1,48,5.7,2684.21,9.0,0,1,4,3,16.5,0,8.3,11,56,0.73,0.12,Support Handoff,0.65,1,1,0,0,1
ACC-100192,Short-Garcia,Energy & Utilities,AM-008,34434.3,58,23,2-Year,351,1,58,1.5,2681.23,3.3,2,0,3,2,12.2,1,5.3,12,4,0.83,0.31,Login / Authentication,0.47,0,3,1,2,0
ACC-100193,Reid-Poole,Manufacturing,AM-011,40371.62,54,11,2-Year,79,1,54,0.6,3190.16,4.1,1,1,1,4,0.9,0,9.9,10,5,0.63,0.21,Plan & Feature Selection,0.63,2,3,0,0,0
ACC-100194,"Hernandez, Thompson and Boyd",Banking & Financial Services,AM-018,30319.47,50,46,Month-to-Month,128,1,52,0.3,2305.35,0.7,1,0,3,2,8.1,1,7.1,14,5,0.75,0.16,Checkout / Payment,0.48,1,1,3,2,0
ACC-100195,"Nelson, Morton and Medina",Technology,AM-011,28567.07,40,21,1-Year,137,0,40,2.2,2098.33,9.0,2,1,4,3,19.7,0,6.2,8,1,0.9,0.06,Checkout / Payment,0.23,1,1,1,0,0
ACC-100196,Marshall-Petersen,Manufacturing,AM-016,33594.58,45,32,2-Year,334,1,46,0.5,2627.72,2.5,1,1,3,0,18.1,1,6.9,12,21,0.6,0.23,Support Handoff,0.3,0,3,0,1,0
ACC-100197,"Adams, Christian and Rivas",Technology,AM-012,29957.03,50,15,Month-to-Month,36,1,50,2.5,2289.33,2.9,1,1,0,0,3.6,1,8.2,17,5,0.85,0.1,Support Handoff,0.22,1,0,0,0,0
ACC-100198,Ramirez Group,Banking & Financial Services,AM-023,24670.16,35,28,Month-to-Month,59,1,37,3.9,1800.21,8.3,0,0,2,2,8.9,1,3.6,19,9,0.67,0.02,Support Handoff,0.49,2,2,1,1,0
ACC-100199,Christensen PLC,Hospitality,AM-016,30593.91,41,15,1-Year,230,1,43,2.3,2287.95,0.0,1,1,2,4,6.4,1,7.3,16,12,0.81,0.11,Plan & Feature Selection,0.58,0,3,1,0,0
ACC-100200,"Barnett, Rogers and Snyder",Healthcare,AM-021,21653.74,43,16,Month-to-Month,124,1,44,7.0,1851.1,2.7,1,1,3,0,5.0,0,8.3,10,15,0.33,0.24,Support Handoff,0.63,0,5,0,0,0
ACC-100201,White-Lewis,Technology,AM-007,19095.28,41,28,Month-to-Month,88,1,41,0.5,1577.96,3.9,1,0,3,3,6.6,0,9.8,10,11,0.87,0.73,Order Confirmation,0.23,2,4,0,1,0
ACC-100202,Peterson-Beard,Manufacturing,AM-011,40685.75,61,6,Month-to-Month,337,1,62,2.0,3451.16,0.7,1,0,2,3,10.4,1,4.9,15,2,0.8,0.31,Support Handoff,0.19,1,1,1,1,0
ACC-100203,"Beard, Peters and Black",Technology,AM-012,30469.68,46,6,1-Year,141,1,47,0.5,2230.34,0.3,2,1,1,2,11.9,0,3.9,13,12,0.52,0.18,Plan & Feature Selection,0.48,0,4,2,0,1
ACC-100204,Miller Ltd,Healthcare,AM-015,26286.48,45,13,Month-to-Month,273,1,50,6.3,2047.76,3.1,0,1,1,1,11.3,1,7.1,9,1,0.91,0.05,Login / Authentication,0.32,2,2,1,3,0
ACC-100205,Freeman-Chang,Hospitality,AM-014,31377.96,50,20,Month-to-Month,51,1,50,8.1,2287.65,3.2,5,1,3,1,25.4,0,8.2,7,4,0.79,0.15,Login / Authentication,0.32,2,0,0,0,0
ACC-100206,"Alvarez, Joseph and West",Logistics,AM-024,26322.28,45,43,Month-to-Month,55,1,46,1.5,2257.14,1.6,0,0,0,2,4.4,0,6.4,14,22,0.9,0.17,Order Confirmation,0.35,1,3,1,1,0
ACC-100207,Davis and Sons,Small Business / Retail,AM-001,14861.6,31,21,Month-to-Month,337,1,34,1.1,1103.15,8.6,1,0,0,1,19.4,0,7.4,12,7,0.71,0.49,Checkout / Payment,0.27,0,1,1,0,1
ACC-100208,Holt-Torres,Hospitality,AM-014,31546.72,51,23,Month-to-Month,150,1,52,1.0,2637.85,1.4,2,1,2,1,12.5,1,7.9,11,26,0.55,0.22,Add to Cart,0.14,2,3,0,3,0
ACC-100209,"Wood, Tran and Cooper",Small Business / Retail,AM-016,24644.05,39,18,2-Year,153,1,43,5.9,2075.51,2.9,4,1,0,5,7.8,1,8.9,11,6,0.76,0.11,Checkout / Payment,0.1,0,3,2,0,1
ACC-100210,"Pierce, Bell and Chavez",Government,AM-007,41161.4,56,30,Month-to-Month,219,0,57,3.4,3319.73,0.8,1,0,5,2,8.0,0,9.0,8,1,0.72,0.36,Checkout / Payment,0.29,1,2,0,1,0
ACC-100211,King-Martinez,Logistics,AM-005,28791.37,49,11,1-Year,219,1,50,6.4,2162.4,0.0,2,1,1,1,0.5,0,5.6,11,7,0.63,0.06,Support Handoff,0.37,0,2,1,0,0
ACC-100212,Stewart Ltd,Pharmaceuticals,AM-001,24537.54,36,21,Month-to-Month,342,1,37,0.4,2072.63,2.2,1,1,5,1,13.4,0,6.2,16,13,0.8,0.09,Checkout / Payment,0.06,0,5,1,0,0
ACC-100213,"Tapia, Vaughn and Lee",Government,AM-006,22816.22,39,31,1-Year,258,1,40,1.9,1785.71,3.0,3,1,2,1,5.5,0,4.8,10,12,0.78,0.32,Plan & Feature Selection,0.44,1,1,1,1,0
ACC-100214,"Washington, Hardy and Bray",Healthcare,AM-017,28162.53,51,28,1-Year,45,1,52,3.4,2397.9,5.8,0,0,1,2,8.1,0,9.8,14,29,0.77,0.07,Login / Authentication,0.22,1,1,0,0,0
ACC-100215,"Carlson, Hooper and Wall",Pharmaceuticals,AM-015,28989.68,46,24,Month-to-Month,269,0,47,6.8,2220.64,2.4,2,1,6,4,2.5,0,6.1,12,18,0.83,0.58,Order Confirmation,0.41,1,4,0,1,0
ACC-100216,Perez-White,Logistics,AM-015,31829.87,40,24,2-Year,311,1,41,1.4,2531.59,1.3,2,1,1,5,22.3,0,6.9,10,9,0.81,0.3,Device Browse/Compare,0.06,0,6,1,1,0
ACC-100217,Erickson and Sons,Pharmaceuticals,AM-021,18772.33,42,34,1-Year,160,1,45,1.1,1578.78,3.7,1,1,2,2,7.6,0,6.5,13,22,0.86,0.25,Plan & Feature Selection,0.13,1,2,0,1,0
ACC-100218,Williams-Brown,Government,AM-011,30338.92,51,84,2-Year,278,0,51,7.3,2496.99,1.9,2,1,1,3,13.3,0,9.3,8,3,0.77,0.31,Device Browse/Compare,0.26,1,5,1,1,0
ACC-100219,Terry-Martinez,Hospitality,AM-022,16831.6,29,12,Month-to-Month,345,0,32,0.1,1450.81,1.1,0,0,5,3,17.7,0,5.8,17,11,0.83,0.51,Plan & Feature Selection,0.48,1,0,1,0,0
ACC-100220,Garcia-Smith,Education,AM-014,31984.66,50,84,2-Year,55,0,52,2.0,2328.13,9.6,0,1,3,4,4.9,1,10.0,9,3,0.75,0.37,Add to Cart,0.41,0,2,0,1,1
ACC-100221,Harrison-Alexander,Small Business / Retail,AM-020,24677.96,42,12,2-Year,145,1,43,1.8,2135.56,3.1,2,0,1,0,21.1,0,4.9,8,18,0.26,0.19,Device Browse/Compare,0.25,1,5,0,0,1
ACC-100222,Sheppard LLC,Technology,AM-017,34837.99,55,2,2-Year,235,0,56,0.5,3015.49,0.9,1,1,2,0,2.5,0,4.4,16,6,0.91,0.34,Device Browse/Compare,0.29,1,2,0,1,1
ACC-100223,Wilson-Jones,Healthcare,AM-011,23434.5,38,15,1-Year,179,1,39,1.5,1920.87,4.4,0,1,3,3,7.6,0,6.2,12,24,0.79,0.17,Plan & Feature Selection,0.38,2,0,1,0,0
ACC-100224,Jones-Soto,Education,AM-009,31232.71,46,30,1-Year,208,1,47,3.8,2579.44,6.5,0,1,2,1,26.0,1,10.0,9,4,0.64,0.07,Add to Cart,0.32,2,2,0,1,0
ACC-100225,Hernandez PLC,Technology,AM-006,24469.3,44,76,2-Year,136,1,47,1.4,2020.64,5.7,2,1,1,1,10.1,0,4.1,13,36,0.98,0.33,Login / Authentication,0.16,1,3,0,0,0
ACC-100226,Miller-Wright,Technology,AM-014,31192.01,50,11,2-Year,353,1,54,1.1,2409.03,3.7,3,0,1,4,21.2,0,8.2,11,13,0.82,0.37,Login / Authentication,0.57,0,1,1,0,1
ACC-100227,"Duran, Obrien and Gibbs",Technology,AM-016,19830.49,45,33,2-Year,275,1,45,4.6,1664.69,2.9,3,1,3,2,9.3,0,7.4,12,13,0.58,0.27,Support Handoff,0.02,1,3,0,0,0
ACC-100228,Rowe Group,Education,AM-019,32907.61,45,7,Month-to-Month,323,0,47,13.5,2860.57,6.0,0,1,4,3,23.7,0,7.5,9,74,0.91,0.17,Support Handoff,0.47,0,3,1,0,1
ACC-100229,Kerr-Evans,Logistics,AM-010,27338.86,54,75,2-Year,183,1,54,4.5,2349.34,4.9,4,0,4,0,10.1,0,10.0,9,3,0.79,0.19,Support Handoff,0.32,1,1,0,0,0
ACC-100230,"Branch, Torres and Oliver",Education,AM-020,27149.68,48,52,Month-to-Month,61,0,49,5.6,2088.49,3.4,1,1,0,5,15.9,0,6.4,14,4,0.74,0.5,Checkout / Payment,0.23,1,2,0,0,0
ACC-100231,"Choi, Garcia and Farmer",Energy & Utilities,AM-022,21993.21,36,16,1-Year,63,1,36,8.4,1794.72,4.3,2,0,6,1,31.3,2,8.3,11,28,0.44,0.51,Checkout / Payment,0.57,1,2,0,3,1
ACC-100232,"Clark, Guerrero and Moore",Small Business / Retail,AM-018,34178.6,46,57,Month-to-Month,361,1,46,4.9,2477.41,0.7,1,1,2,0,8.2,1,7.5,13,17,0.76,0.62,Checkout / Payment,0.35,0,3,0,0,1
